10	4	673550	App\Models\Customer	Estoy e evaluando una idea	text	2025-12-19 09:21:36
11	4	673550	App\Models\Customer	Todos	text	2025-12-19 09:22:33
12	4	673550	App\Models\Customer	Más de 200	text	2025-12-19 09:23:22
13	4	673550	App\Models\Customer	Fusagasuga, Colombia	text	2025-12-19 09:24:00
14	4	673550	App\Models\Customer	Cuánto es en pesos colombianos?	text	2025-12-19 09:25:43
15	4	673550	App\Models\Customer	Gracias	text	2025-12-19 09:27:27
16	4	673550	App\Models\Customer	Gracias	text	2025-12-19 09:28:21
19	6	441751	App\Models\Customer	A mano	text	2025-12-19 09:55:21
20	6	441751	App\Models\Customer	"Empanada de peto
Arepa de huevo
Arepa de queso"	text	2025-12-19 10:03:12
64	6	441751	App\Models\Customer	Que precio?	text	2025-12-19 20:37:59
102	6	441751	App\Models\Customer	Maíz peto	text	2025-12-20 06:46:57
108	6	441751	App\Models\Customer	Empanadas arepas de huevo arepas de queso	text	2025-12-20 07:12:41
26	10	673558	App\Models\Customer	Buenas tardes	text	2025-12-19 13:19:29
27	10	673558	App\Models\Customer	Las prodisco a mano	text	2025-12-19 13:19:34
28	10	673558	App\Models\Customer	A mano	text	2025-12-19 13:20:56
29	10	673558	App\Models\Customer	Empanadas deaiz	text	2025-12-19 13:23:07
30	10	673558	App\Models\Customer	En tres 100 y 150	text	2025-12-19 13:29:51
31	10	673558	App\Models\Customer	"En Armenia, Quindío
Colombia"	text	2025-12-19 13:31:18
34	12	673560	App\Models\Customer	A mano	text	2025-12-19 14:37:01
35	12	673560	App\Models\Customer	Buenas tardes	text	2025-12-19 14:37:06
36	12	673560	App\Models\Customer	Si	text	2025-12-19 14:37:48
37	12	673560	App\Models\Customer	A mano	text	2025-12-19 14:38:44
38	12	673560	App\Models\Customer	En el momento hago empanadas y arepas	text	2025-12-19 14:40:00
39	12	673560	App\Models\Customer	Sobre 150 a 200	text	2025-12-19 14:41:00
40	12	673560	App\Models\Customer	Junin Cundinamarca, Colobia	text	2025-12-19 14:41:51
41	12	673560	App\Models\Customer	No sra, muchas gracias	text	2025-12-19 14:43:03
43	14	418654	App\Models\Customer	Trabajo manual	text	2025-12-19 17:34:48
44	14	418654	App\Models\Customer	Que ofertas tienen?	text	2025-12-19 17:35:03
45	14	418654	App\Models\Customer	Pues voy a ser más explicito, tienen un equipo mas productivo solo para una persona.	text	2025-12-19 17:38:39
46	14	418654	App\Models\Customer	"Necesito un equipo más especializado , lo tienen.
Pues les dije que todo el trabajo es manual y un especificación es aumentar la producción."	text	2025-12-19 17:41:02
47	14	418654	App\Models\Customer	Claro por supuesto	text	2025-12-19 17:41:44
48	14	418654	App\Models\Customer	Pues me da UD un abanico de posibilidades	text	2025-12-19 17:42:19
49	14	418654	App\Models\Customer	Un promedio de 300 a 400 debo reducir personal.	text	2025-12-19 17:43:39
50	14	418654	App\Models\Customer	Y si aumentar producción	text	2025-12-19 17:43:55
51	14	418654	App\Models\Customer	Cúcuta colombia	text	2025-12-19 17:44:24
52	14	418654	App\Models\Customer	Uds?	text	2025-12-19 17:44:31
53	14	418654	App\Models\Customer	La ref. De máquina es demasiado elemental tiene una más mecanizada?	text	2025-12-19 17:45:33
54	14	418654	App\Models\Customer	Me puede dar una imagen?	text	2025-12-19 17:46:56
55	14	418654	App\Models\Customer	"Gracias.
Las estudio y luego hablamos, Cúcuta es la capital del pastel y etc."	text	2025-12-19 17:48:21
56	14	418654	App\Models\Customer	A UD por su atención, gracias mil.	text	2025-12-19 17:49:25
58	15	673568	App\Models\Customer	Buenas tardes	text	2025-12-19 18:52:47
59	15	673568	App\Models\Customer	Claro que sí	text	2025-12-19 18:53:41
60	15	673568	App\Models\Customer	A mano	text	2025-12-19 19:04:04
61	15	673568	App\Models\Customer	De trigo, de maíz y pasteles de yuca	text	2025-12-19 19:05:46
62	15	673568	App\Models\Customer	Tajadas de plátano en paquete	text	2025-12-19 19:06:38
63	15	673568	App\Models\Customer	Sí aproximadamente 1.000	text	2025-12-19 19:07:30
129	15	673568	App\Models\Customer	A mano	text	2025-12-20 09:59:13
131	15	673568	App\Models\Customer	Colombia-Tunja	text	2025-12-20 10:00:24
132	15	673568	App\Models\Customer	En qué lugar tienen su empresa ?	text	2025-12-20 10:03:32
133	15	673568	App\Models\Customer	Cuánto cuesta esta máquina?	text	2025-12-20 10:04:50
134	15	673568	App\Models\Customer	Hago en las dos	text	2025-12-20 10:05:40
135	15	673568	App\Models\Customer	Tienes un video del funcionamiento de esta máquina?	text	2025-12-20 10:06:58
136	15	673568	App\Models\Customer	Te agradezco al igual la ficha técnica	text	2025-12-20 10:07:31
137	15	673568	App\Models\Customer	sandraf395@gmail.com	text	2025-12-20 10:09:22
138	15	673568	App\Models\Customer	En verdad prefiero la información mensaje	text	2025-12-20 10:09:45
139	15	673568	App\Models\Customer	Con Sandra Fonseca	text	2025-12-20 10:51:51
140	15	673568	App\Models\Customer	Sí muchas gracias	text	2025-12-20 10:52:06
65	16	673571	App\Models\Customer	Estoy empezando	text	2025-12-19 20:53:38
66	16	673571	App\Models\Customer	No e definido	text	2025-12-19 20:54:47
67	16	673571	App\Models\Customer	De maiz	text	2025-12-19 20:59:02
68	16	673571	App\Models\Customer	Si	text	2025-12-19 20:59:41
69	16	673571	App\Models\Customer	Bucaramanga	text	2025-12-19 21:00:17
70	16	673571	App\Models\Customer	Envíeme ficha técnica	text	2025-12-19 21:01:41
71	16	673571	App\Models\Customer	Esa es la más económica	text	2025-12-19 21:02:03
72	16	673571	App\Models\Customer	No  gracias	text	2025-12-19 21:04:01
73	17	673574	App\Models\Customer	Gracias por comunicarte con LORMAGIC EVENTOS. ¿Cómo podemos ayudarte?	text	2025-12-19 21:33:37
74	17	673574	App\Models\Customer	Claro	text	2025-12-19 21:34:22
75	17	673574	App\Models\Customer	A mano	text	2025-12-19 21:35:02
76	17	673574	App\Models\Customer	Todos	text	2025-12-19 21:50:05
77	17	673574	App\Models\Customer	Sii	text	2025-12-19 21:51:02
78	17	673574	App\Models\Customer	X favor	text	2025-12-19 21:51:04
79	17	673574	App\Models\Customer	Ecuador 😌	text	2025-12-19 21:51:39
80	17	673574	App\Models\Customer	De donde son?	text	2025-12-19 21:52:22
8367	17	673574	App\Models\Customer	Gracias por comunicarte con LORMAGIC EVENTOS. ¿Cómo podemos ayudarte?	text	2026-01-07 16:21:17
8375	17	673574	App\Models\Customer	Buenas tardes	text	2026-01-07 16:21:57
8376	17	673574	App\Models\Customer	Muchas gracias	text	2026-01-07 16:22:00
8378	17	673574	App\Models\Customer	Si me interésa	text	2026-01-07 16:22:06
8379	17	673574	App\Models\Customer	Pero al momento no deseo	text	2026-01-07 16:22:20
8380	17	673574	App\Models\Customer	Le agradezco	text	2026-01-07 16:23:04
8383	17	673574	App\Models\Customer	Gracias	text	2026-01-07 16:23:41
8566	17	673574	App\Models\Customer	Ninguna	text	2026-01-07 17:35:43
8630	17	673574	App\Models\Customer	Buenas noches muchas gracias	text	2026-01-07 20:19:59
8631	17	673574	App\Models\Customer	Pero no necesito la maquina	text	2026-01-07 20:20:08
81	18	673577	App\Models\Customer	"¡Bienvenido al Bocaito F&M! Gracias por contactarnos. Estamos aquí para ayudarte con cualquier pregunta o inquietud que tengas sobre nuestros productos/servicios. 

CARTA
https://elbocaitofym.my.canva.site/"	text	2025-12-19 23:36:54
82	18	673577	App\Models\Customer	Que remos cotizar unas maquinas	text	2025-12-19 23:40:47
83	18	673577	App\Models\Customer	La mojadora	text	2025-12-19 23:40:54
84	18	673577	App\Models\Customer	Molino	text	2025-12-19 23:41:00
85	18	673577	App\Models\Customer	Para armar empanadas si podemos conseguir un molde igual al de nosotros	text	2025-12-19 23:41:23
86	18	673577	App\Models\Customer	Más opsiciones	text	2025-12-19 23:44:15
87	18	673577	App\Models\Customer	Empanadas y pasteles de maíz	text	2025-12-19 23:45:02
88	18	673577	App\Models\Customer	Si más de 200	text	2025-12-19 23:45:40
89	18	673577	App\Models\Customer	Colombia, Antioquia, municipio de girardota	text	2025-12-19 23:46:28
90	18	673577	App\Models\Customer	Envíame un vídeo de esa	text	2025-12-19 23:47:29
91	18	673577	App\Models\Customer	Que funciones tiene esa máquina	text	2025-12-19 23:49:41
92	18	673577	App\Models\Customer	Incluye el compresor de aire	text	2025-12-19 23:51:03
8372	18	673577	App\Models\Customer	"¡Bienvenido al Bocaito F&M! Gracias por contactarnos. Estamos aquí para ayudarte con cualquier pregunta o inquietud que tengas sobre nuestros productos/servicios. 

CARTA
https://elbocaitofym.my.canva.site/"	text	2026-01-07 16:21:18
93	19	673578	App\Models\Customer	A mano	text	2025-12-20 00:45:59
94	19	673578	App\Models\Customer	A mano	text	2025-12-20 00:46:56
95	19	673578	App\Models\Customer	Empanadas de maiz	text	2025-12-20 00:47:38
96	19	673578	App\Models\Customer	Si	text	2025-12-20 00:48:53
97	19	673578	App\Models\Customer	Cali	text	2025-12-20 00:49:20
98	19	673578	App\Models\Customer	Colombia	text	2025-12-20 00:49:27
99	20	673579	App\Models\Customer	"Gracias por comunicarte con TOMMASO. En el perfil encontrarás el menú.
¡Haz tu pedido!📲🍔🌭🍟🍗🧆"	text	2025-12-20 01:22:52
8369	20	673579	App\Models\Customer	"Gracias por comunicarte con TOMMASO. En el perfil encontrarás el menú.
¡Haz tu pedido!📲🍔🌭🍟🍗🧆"	text	2026-01-07 16:21:17
9113	20	673579	App\Models\Customer	Gracias por tu mensaje. En este momento no podemos responder, pero lo haremos lo antes posible.	text	2026-01-08 15:17:14
109	23	440639	App\Models\Customer	https://youtu.be/FmR_AN47Kic?si=K-5GukEKprEJNxsD	text	2025-12-20 07:22:10
209	23	440639	App\Models\Customer	https://youtu.be/vtwM73OH9GU?si=JCMtIYyJbOhZKnmX	text	2025-12-21 07:48:43
381	23	440639	App\Models\Customer	https://youtu.be/ybOtF_sD5vk?si=fjCLddB6PJcjOxpv	text	2025-12-22 07:16:20
471	23	440639	App\Models\Customer	https://youtu.be/X3nGUPv-n_U?si=gXWxd7SVVD9_oWCU	text	2025-12-23 06:53:36
538	23	440639	App\Models\Customer	https://youtu.be/QWuEPPJgbEs?si=odP-__F6YC8xSF9C	text	2025-12-24 07:01:31
630	23	440639	App\Models\Customer	https://youtu.be/4fzUp63cR04?si=IUh5Y2a1SE092O_w	text	2025-12-25 10:18:42
692	23	440639	App\Models\Customer	https://youtu.be/nybnxCASXQg?si=v-8E0MQnyCSqiuqD	text	2025-12-26 07:27:15
859	23	440639	App\Models\Customer	https://youtu.be/o-dEKLdsMF8?si=k9LauTVILhlo_Gir	text	2025-12-27 08:44:22
1063	23	440639	App\Models\Customer	https://youtu.be/TlU1kP5WHXk?si=Y5JpUxurIGl3-UK4	text	2025-12-28 06:40:12
1377	23	440639	App\Models\Customer	https://youtu.be/2p129R7PVLg?si=7jsvmX99ipPvc9lR	text	2025-12-29 06:51:57
1675	23	440639	App\Models\Customer	https://youtu.be/C-RMYh7Wu_k?si=CjePeA4C4MnlbVTL	text	2025-12-30 06:43:53
2776	23	440639	App\Models\Customer	https://youtu.be/SpBec_Ot5gE?si=9mfWmTkpBHL0vDbX	text	2025-12-31 07:01:03
3117	23	440639	App\Models\Customer	https://youtu.be/d4PFd0mExX4?si=VxCeH7d7pGO0D1Mf	text	2026-01-01 11:15:51
3627	23	440639	App\Models\Customer	https://youtu.be/L1VqAhbcdhU?si=Qy3i64LVByWlOTJv	text	2026-01-02 07:01:06
4901	23	440639	App\Models\Customer	https://youtu.be/UVMEzNwJl7E?si=U3EhOYCdumce4AO-	text	2026-01-03 10:58:06
5209	23	440639	App\Models\Customer	https://youtu.be/rEmEeEgpFto?si=eUgRiEpddlpfP4zt	text	2026-01-04 08:20:43
6022	23	440639	App\Models\Customer	https://youtu.be/X61ZU7O2nwI?si=B1urxrDHm8xv3Cmc	text	2026-01-05 06:14:03
6813	23	440639	App\Models\Customer	https://youtu.be/VVZnRXoJdPg?si=8FsVibptb4U0AD3Q	text	2026-01-06 07:14:25
7823	23	440639	App\Models\Customer	https://youtu.be/PEOYvulzzes?si=kMxhadhuRQ3oyoQ-	text	2026-01-07 06:07:13
8707	23	440639	App\Models\Customer	https://youtu.be/iAx74T4E9OA?si=W62RAC29HXwZfd82	text	2026-01-08 06:06:52
9313	23	440639	App\Models\Customer	https://youtu.be/lbQZ6aT12d0?si=plCXXPDupXUinQAh	text	2026-01-09 06:55:48
111	25	673575	App\Models\Customer	Estoy empezando	text	2025-12-20 09:37:09
113	25	673575	App\Models\Customer	A un no produsco	text	2025-12-20 09:45:06
114	25	673575	App\Models\Customer	Mi idea es poner una fabrica de empanadas	text	2025-12-20 09:45:32
115	25	673575	App\Models\Customer	Pero  quiero una máquina para hacerlas	text	2025-12-20 09:46:01
116	25	673575	App\Models\Customer	Empanada de maiz	text	2025-12-20 09:46:08
117	25	673575	App\Models\Customer	Si más de 200	text	2025-12-20 09:46:55
118	25	673575	App\Models\Customer	La fabrica la quiero poner con punto de venta	text	2025-12-20 09:47:13
119	25	673575	App\Models\Customer	Bogotá	text	2025-12-20 09:47:28
120	25	673575	App\Models\Customer	Uyy no	text	2025-12-20 09:49:51
121	25	673575	App\Models\Customer	Muy cara	text	2025-12-20 09:49:56
122	25	673575	App\Models\Customer	Que precio	text	2025-12-20 09:50:52
123	25	673575	App\Models\Customer	Si porfavor	text	2025-12-20 09:52:34
124	25	673575	App\Models\Customer	Y un video	text	2025-12-20 09:52:37
125	25	673575	App\Models\Customer	Esa estaría muy bien	text	2025-12-20 09:55:26
126	25	673575	App\Models\Customer	Cuánto sería el minimo	text	2025-12-20 09:55:40
127	25	673575	App\Models\Customer	Que garantia	text	2025-12-20 09:58:07
128	25	673575	App\Models\Customer	Con cuántos moldes la entregan	text	2025-12-20 09:58:16
130	25	673575	App\Models\Customer	Si	text	2025-12-20 09:59:31
142	27	433268	App\Models\Customer	Hola buenas tardes sobre la maquina de salgados e emapandas	text	2025-12-20 12:47:10
143	27	433268	App\Models\Customer	Preciso de la makina e um.poco mas de informacio  imagens de la.makina por favor	text	2025-12-20 12:48:24
144	27	433268	App\Models\Customer	El precio por favor	text	2025-12-20 12:50:13
145	27	433268	App\Models\Customer	De coxinhas tmabem e empadas tambien e la misma	text	2025-12-20 12:53:23
153	27	433268	App\Models\Customer	Barcelona	text	2025-12-20 14:18:22
146	28	673586	App\Models\Customer	A mano	text	2025-12-20 14:09:37
147	28	673586	App\Models\Customer	Quiero empezar	text	2025-12-20 14:09:44
148	28	673586	App\Models\Customer	Evaluando la idea con una máquina	text	2025-12-20 14:11:12
149	28	673586	App\Models\Customer	Empanadas de maíz con varios rellenos	text	2025-12-20 14:11:58
150	28	673586	App\Models\Customer	Mi proyecto sería más de 200	text	2025-12-20 14:14:31
151	28	673586	App\Models\Customer	Ecuador	text	2025-12-20 14:15:14
152	28	673586	App\Models\Customer	Si por favor	text	2025-12-20 14:16:14
154	28	673586	App\Models\Customer	Gracias	text	2025-12-20 14:19:54
156	30	673183	App\Models\Customer	Hola	text	2025-12-20 14:37:28
3066	30	673183	App\Models\Customer	Buenos días	text	2026-01-01 10:06:09
3067	30	673183	App\Models\Customer	Estoy buscando trabajo	text	2026-01-01 10:06:17
3069	30	673183	App\Models\Customer	Listo	text	2026-01-01 10:06:57
157	31	673588	App\Models\Customer	Aún no produce	text	2025-12-20 14:42:27
158	31	673588	App\Models\Customer	Estoy empezando	text	2025-12-20 14:42:31
159	31	673588	App\Models\Customer	Empanadas de maíz	text	2025-12-20 14:46:31
160	31	673588	App\Models\Customer	Si	text	2025-12-20 14:49:45
161	31	673588	App\Models\Customer	Bogotá	text	2025-12-20 14:53:17
162	31	673588	App\Models\Customer	La ficha técnica	text	2025-12-20 15:03:04
163	31	673588	App\Models\Customer	Fotos y videos porfa	text	2025-12-20 15:04:31
164	32	660938	App\Models\Customer	Tengo máquina	text	2025-12-20 16:49:59
165	32	660938	App\Models\Customer	Empanada	text	2025-12-20 16:54:15
166	32	660938	App\Models\Customer	Maíz	text	2025-12-20 16:54:55
167	32	660938	App\Models\Customer	800 en promedio	text	2025-12-20 16:59:56
168	32	660938	App\Models\Customer	Colombia Bogotá	text	2025-12-20 17:00:40
169	32	660938	App\Models\Customer	Si por favor	text	2025-12-20 17:01:34
170	32	660938	App\Models\Customer	Tienes videos del funcionamiento?	text	2025-12-20 17:02:55
171	32	660938	App\Models\Customer	La CM06 q precio tiene?	text	2025-12-20 17:06:35
172	32	660938	App\Models\Customer	Cual es la diferencia con la CM08?	text	2025-12-20 17:07:22
173	32	660938	App\Models\Customer	Ok	text	2025-12-20 17:08:29
174	32	660938	App\Models\Customer	Q soporte técnico hay en Colombia?	text	2025-12-20 17:08:53
175	32	660938	App\Models\Customer	La máquina viene ensamblada?	text	2025-12-20 17:10:09
176	32	660938	App\Models\Customer	Tiempos de entrega?	text	2025-12-20 17:11:21
177	32	660938	App\Models\Customer	Para la MD06	text	2025-12-20 17:11:43
178	32	660938	App\Models\Customer	Ok	text	2025-12-20 17:12:35
179	32	660938	App\Models\Customer	Gracias	text	2025-12-20 17:15:19
181	32	660938	App\Models\Customer	Ok	text	2025-12-20 17:26:38
182	34	673589	App\Models\Customer	E hecho empanadas a mano y me gustaría volver a fabricar con una máquina de estás que usted ofrece me interesa saber más y sus precios	text	2025-12-20 18:04:05
183	34	673589	App\Models\Customer	Estoy evaluando una idea	text	2025-12-20 18:15:18
184	34	673589	App\Models\Customer	Empanadas de maíz	text	2025-12-20 18:16:50
185	34	673589	App\Models\Customer	Me gustaría más de 200	text	2025-12-20 18:18:20
186	34	673589	App\Models\Customer	Armenia Quindio Colombia	text	2025-12-20 18:18:54
187	34	673589	App\Models\Customer	Envíame la ficha técnica para conocer la maquina	text	2025-12-20 18:21:07
188	34	673589	App\Models\Customer	Ok te agradezco la información en cualquier momento nos volvemos a comunicar ya que me interesa	text	2025-12-20 18:23:42
189	34	673589	App\Models\Customer	Muchas gracias por su atención feliz noche	text	2025-12-20 18:25:44
3298	34	673589	App\Models\Customer	CUPOS en qué lugar estás ubicado	text	2026-01-01 19:49:43
190	35	673592	App\Models\Customer	Estoy empezando	text	2025-12-20 19:29:40
191	35	673592	App\Models\Customer	Todos	text	2025-12-20 19:30:29
192	35	673592	App\Models\Customer	Entre 150 y 200	text	2025-12-20 19:31:43
193	35	673592	App\Models\Customer	Colombia granada meta	text	2025-12-20 19:33:07
194	36	673593	App\Models\Customer	Voy a empezar	text	2025-12-20 19:52:06
195	36	673593	App\Models\Customer	Voy a empezar	text	2025-12-20 19:52:54
196	36	673593	App\Models\Customer	Una cafetería	text	2025-12-20 19:53:12
197	36	673593	App\Models\Customer	Y vender arepas y empanadas	text	2025-12-20 19:53:31
198	36	673593	App\Models\Customer	Sii	text	2025-12-20 19:54:26
199	36	673593	App\Models\Customer	Empezar con 250	text	2025-12-20 19:54:36
200	36	673593	App\Models\Customer	"Colombia 
Departamento de CORDOBA 
Municipio de Montelibano"	text	2025-12-20 19:55:34
202	36	673593	App\Models\Customer	Envíame la ficha técnica	text	2025-12-20 19:58:23
205	39	673597	App\Models\Customer	"Hola como estas en que te ayudamos.
¿Quieres ver nuestro catálogo?"	text	2025-12-21 07:07:43
207	39	673597	App\Models\Customer	Como ests camilo buenos días, actualmente tengo un negocio vendo empanadas pero no las fabrico, que costo tiene la maquina mas prqueña	text	2025-12-21 07:10:29
208	39	673597	App\Models\Customer	?	text	2025-12-21 07:18:24
229	39	673597	App\Models\Customer	Las compro preparadas	text	2025-12-21 08:24:28
230	39	673597	App\Models\Customer	Todos	text	2025-12-21 08:25:11
231	39	673597	App\Models\Customer	Sobre 200	text	2025-12-21 08:26:01
232	39	673597	App\Models\Customer	Cota Cundinamarca	text	2025-12-21 08:26:29
233	39	673597	App\Models\Customer	Colombia	text	2025-12-21 08:26:36
234	39	673597	App\Models\Customer	Muchas gracias	text	2025-12-21 08:27:52
366	39	673597	App\Models\Customer	Solo andaba mirando gra	text	2025-12-22 06:32:49
8371	39	673597	App\Models\Customer	Hola, quieres ver nuestro catalogo.	text	2026-01-07 16:21:17
210	41	673581	App\Models\Customer	Hola,, a mano	text	2025-12-21 08:04:28
211	41	673581	App\Models\Customer	A mano	text	2025-12-21 08:05:15
212	41	673581	App\Models\Customer	Trigo	text	2025-12-21 08:06:05
214	41	673581	App\Models\Customer	Quisiera producir 100	text	2025-12-21 08:07:18
215	41	673581	App\Models\Customer	Ecuador ciudad Cuenca	text	2025-12-21 08:07:57
365	41	673581	App\Models\Customer	Cotizar	text	2025-12-22 06:32:42
367	41	673581	App\Models\Customer	Gracias igualmente	text	2025-12-22 06:33:46
213	42	673598	App\Models\Customer	Estoy esperando	text	2025-12-21 08:06:09
216	42	673598	App\Models\Customer	No quiero aprender primero	text	2025-12-21 08:07:58
217	42	673598	App\Models\Customer	No estoy asiendo nada	text	2025-12-21 08:08:14
218	42	673598	App\Models\Customer	No sé aconsejame	text	2025-12-21 08:10:29
219	42	673598	App\Models\Customer	Estoy en Bogotá	text	2025-12-21 08:10:44
220	42	673598	App\Models\Customer	Con trigo	text	2025-12-21 08:12:09
221	42	673598	App\Models\Customer	Empanadas y pastey	text	2025-12-21 08:12:43
222	42	673598	App\Models\Customer	500	text	2025-12-21 08:13:00
223	42	673598	App\Models\Customer	Omas	text	2025-12-21 08:13:05
224	42	673598	App\Models\Customer	Si	text	2025-12-21 08:13:13
225	42	673598	App\Models\Customer	Ok como	text	2025-12-21 08:13:52
226	42	673598	App\Models\Customer	Colombia	text	2025-12-21 08:13:54
227	42	673598	App\Models\Customer	Bogotá	text	2025-12-21 08:14:15
228	42	673598	App\Models\Customer	Ficha	text	2025-12-21 08:14:49
236	44	673602	App\Models\Customer	Quiero emprender	text	2025-12-21 12:10:40
237	44	673602	App\Models\Customer	No produsco pero evaluó una idea	text	2025-12-21 12:12:10
238	44	673602	App\Models\Customer	Gracias boy a observar	text	2025-12-21 12:13:00
239	44	673602	App\Models\Customer	Pero la masa para la tela toca hecharle bolitas o solamente la masa	text	2025-12-21 12:14:41
241	44	673602	App\Models\Customer	A la miquina	text	2025-12-21 12:15:07
242	44	673602	App\Models\Customer	Y que precio tendrá la máquina más económica para empezar	text	2025-12-21 12:16:02
243	44	673602	App\Models\Customer	Me gustaría de maiz	text	2025-12-21 12:16:53
245	44	673602	App\Models\Customer	Si de todo esto y pasteles de pollo	text	2025-12-21 12:18:02
246	44	673602	App\Models\Customer	Si señora	text	2025-12-21 12:18:45
248	44	673602	App\Models\Customer	Si la idea sería siquiera 500	text	2025-12-21 12:19:38
250	44	673602	App\Models\Customer	En Rionegro Antioquia Colombia	text	2025-12-21 12:20:23
252	44	673602	App\Models\Customer	En qué país uds se encuentran ubicados	text	2025-12-21 12:21:28
253	44	673602	App\Models\Customer	Uds	text	2025-12-21 12:21:32
254	44	673602	App\Models\Customer	Esa sería la más económica	text	2025-12-21 12:22:39
255	44	673602	App\Models\Customer	Y q formas de pago fuera de contado	text	2025-12-21 12:24:20
256	44	673602	App\Models\Customer	Muchas gracias miraré con quién asociarme muchas gracias	text	2025-12-21 12:25:39
257	44	673602	App\Models\Customer	Muchas gracias	text	2025-12-21 12:26:21
388	44	673602	App\Models\Customer	Estoy mirando	text	2025-12-22 09:23:50
240	45	673603	App\Models\Customer	Buenos días estoy interesado en The CM07 Machine	text	2025-12-21 12:14:52
244	45	673603	App\Models\Customer	Al momento a mano	text	2025-12-21 12:17:22
247	45	673603	App\Models\Customer	Son empanadas de trigo	text	2025-12-21 12:19:15
249	45	673603	App\Models\Customer	Si más de 200	text	2025-12-21 12:20:13
251	45	673603	App\Models\Customer	Orlando Fl	text	2025-12-21 12:20:48
258	45	673603	App\Models\Customer	Podemos recoger si eso es disponible	text	2025-12-21 12:29:00
259	45	673603	App\Models\Customer	So por favor	text	2025-12-21 12:30:09
260	45	673603	App\Models\Customer	Si	text	2025-12-21 12:30:13
261	45	673603	App\Models\Customer	Y ha como ir a ver la máquina y traer nuestra masa	text	2025-12-21 12:35:43
262	45	673603	App\Models\Customer	Por favor	text	2025-12-21 12:36:34
263	46	673604	App\Models\Customer	Bienvenido a Bolsos de Moda Colombia BMC🇨🇴🎒 un gusto Santiago Díaz . Haz Click Catálogo Virtual♥️👜💼🎒https://photos.app.goo.gl/PvCpan4TSGSB45WY9	text	2025-12-21 13:05:19
264	46	673604	App\Models\Customer	Ya miro el vídeo	text	2025-12-21 13:12:59
472	46	673604	App\Models\Customer	Busco cotizar	text	2025-12-23 08:15:56
473	46	673604	App\Models\Customer	Cómo funciona	text	2025-12-23 08:15:59
474	46	673604	App\Models\Customer	Tienes vídeos	text	2025-12-23 09:38:33
475	46	673604	App\Models\Customer	Ya miro	text	2025-12-23 09:50:32
8370	46	673604	App\Models\Customer	Bienvenido a Bolsos de Moda Colombia BMC🇨🇴🎒 un gusto Santiago Díaz . Haz Click Catálogo Virtual♥️👜💼🎒https://photos.app.goo.gl/PvCpan4TSGSB45WY9	text	2026-01-07 16:21:17
8611	46	673604	App\Models\Customer	Voy a revisar	text	2026-01-07 19:35:39
8612	46	673604	App\Models\Customer	No he tenido tiempo	text	2026-01-07 19:35:42
265	47	673605	App\Models\Customer	A mano	text	2025-12-21 13:42:20
268	47	673605	App\Models\Customer	Empanadas de trigo	text	2025-12-21 14:14:21
275	47	673605	App\Models\Customer	Más de 200	text	2025-12-21 15:01:16
269	49	673607	App\Models\Customer	a mano	text	2025-12-21 14:21:18
270	49	673607	App\Models\Customer	maiz	text	2025-12-21 14:25:25
271	49	673607	App\Models\Customer	si claro	text	2025-12-21 14:26:04
272	49	673607	App\Models\Customer	colombia Villavicencio	text	2025-12-21 14:27:01
273	49	673607	App\Models\Customer	ficha técnica gracias	text	2025-12-21 14:28:28
